ut	date	source	item_name	item_category	item_subcategory	unit_name	units	price	price_per_si_unit
1627781383	2021-08-01	cargills	Anchor Basmati Rice	rice	Basmati	kg	2.0	1250.0	625.0
1627781383	2021-08-01	cargills	Ariya Suduru Samba Rice	rice	Suduru	kg	1.0	395.0	395.0
1627781383	2021-08-01	cargills	Daawat Super Basmati Rice	rice	Basmati	kg	1.0	820.0	820.0
1627781383	2021-08-01	cargills	India Gate Exotic Basmati Rice	rice	Basmati	kg	1.0	860.0	860.0
1627781383	2021-08-01	cargills	Anchor Basmati Rice	rice	Basmati	kg	5.0	2950.0	590.0
1627781383	2021-08-01	cargills	Ariya Pure Basmati Rice	rice	Basmati	kg	5.0	2970.0	594.0
1627781383	2021-08-01	cargills	Golden Crop Red Suduru Rice	rice	Suduru	kg	5.0	1300.0	260.0
1627781383	2021-08-01	cargills	Golden Crop White Suduru Rice	rice	Suduru	kg	5.0	1400.0	280.0
1627781383	2021-08-01	cargills	India Gate Excel Basmati Rice	rice	Basmati	kg	1.0	895.0	895.0
1627781383	2021-08-01	cargills	Tilda Premium Basmati Rice	rice	Basmati	kg	1.0	870.0	870.0
1627781383	2021-08-01	cargills	India Gate Excel Basmati Rice	rice	Basmati	kg	5.0	4300.0	860.0
