ut	date	source	item_name	item_category	item_subcategory	unit_name	units	price	price_per_si_unit
1628645190	2021-08-11	cargills	My Choice Red Dhal Packet	dhal	Dhal	g	500.0	110.0	220.0
1628645190	2021-08-11	cargills	My Choice Red Dhal Packet	dhal	Dhal	kg	1.0	219.0	219.0
1628645190	2021-08-11	cargills	My Choice Gram Dhal Packet	dhal	Gram Dhal	g	500.0	135.0	270.0
1628645190	2021-08-11	cargills	Orient Wattana Dhal	dhal	Wattana Dhal	g	500.0	131.0	262.0
